id,etch_run_id,pressure,pressure_unit,temp_chuck,temp_chuck_unit,bias_power,bias_power_unit,source_power,source_power_unit,gas_flow_total,gas_flow_total_unit,helium_backside_pressure,helium_backside_pressure_unit
5657,RUN_L20260201_L1P1_0257_L02,30.8,mTorr,59.9,C,799,W,1156,W,293,sccm,10.2,Torr
5658,RUN_L20260201_L1P1_0258_L02,30,mTorr,59.9,C,807,W,1177,W,297,sccm,9.8,Torr
5659,RUN_L20260201_L1P1_0259_L01,31.1,mTorr,60.3,C,824,W,1184,W,299,sccm,10.4,Torr
5660,RUN_L20260201_L1P1_0260_L01,29.5,mTorr,59.8,C,805,W,1168,W,301,sccm,9.9,Torr
5661,RUN_L20260201_L1P1_0261_L01,30,mTorr,60.9,C,810,W,1207,W,307,sccm,9.8,Torr
5662,RUN_L20260201_L1P1_0262_L02,29.3,mTorr,60.1,C,793,W,1198,W,300,sccm,10,Torr
5663,RUN_L20260201_L1P1_0263_L02,30,mTorr,59.8,C,831,W,1224,W,302,sccm,10.5,Torr
5664,RUN_L20260201_L1P1_0264_L02,28.8,mTorr,59.7,C,813,W,1187,W,302,sccm,10.3,Torr
5665,RUN_L20260201_L1P1_0265_L01,29.6,mTorr,59.5,C,802,W,1217,W,298,sccm,10.3,Torr
5666,RUN_L20260201_L1P1_0266_L01,28.9,mTorr,59.7,C,798,W,1185,W,299,sccm,10.6,Torr
5667,RUN_L20260201_L1P1_0267_L01,30.6,mTorr,59.8,C,820,W,1166,W,299,sccm,10.3,Torr
5668,RUN_L20260201_L1P1_0268_L02,30.6,mTorr,59.8,C,788,W,1184,W,303,sccm,9.6,Torr
5669,RUN_L20260201_L1P1_0269_L02,28.6,mTorr,59.7,C,764,W,1151,W,295,sccm,10.2,Torr
5670,RUN_L20260201_L1P1_0270_L02,31.1,mTorr,61,C,801,W,1254,W,297,sccm,10.5,Torr
5671,RUN_L20260201_L1P1_0271_L01,32,mTorr,59.5,C,824,W,1204,W,302,sccm,9.5,Torr
5672,RUN_L20260201_L1P1_0272_L01,30,mTorr,60.1,C,832,W,1176,W,295,sccm,10,Torr
5673,RUN_L20260201_L1P1_0273_L01,29.5,mTorr,60.3,C,798,W,1189,W,301,sccm,9.7,Torr
5674,RUN_L20260201_L1P1_0274_L02,32.3,mTorr,60.3,C,801,W,1126,W,297,sccm,10,Torr
5675,RUN_L20260201_L1P1_0275_L02,28.9,mTorr,60,C,810,W,1243,W,303,sccm,10.3,Torr
5676,RUN_L20260201_L1P1_0276_L02,30,mTorr,59.9,C,795,W,1240,W,307,sccm,10.4,Torr
5677,RUN_L20260201_L1P1_0277_L01,30.1,mTorr,60.2,C,810,W,1203,W,297,sccm,9.9,Torr
5678,RUN_L20260201_L1P1_0278_L01,31.1,mTorr,60.1,C,798,W,1210,W,304,sccm,10.2,Torr
5679,RUN_L20260201_L1P1_0279_L01,30.3,mTorr,59.9,C,820,W,1162,W,301,sccm,9.5,Torr
5680,RUN_L20260201_L1P1_0280_L02,29.6,mTorr,59.2,C,814,W,1164,W,298,sccm,9.5,Torr
5681,RUN_L20260201_L1P1_0281_L02,29.2,mTorr,59.8,C,816,W,1149,W,300,sccm,10.3,Torr
5682,RUN_L20260201_L1P1_0282_L02,29.7,mTorr,59.4,C,796,W,1195,W,306,sccm,9.1,Torr
5683,RUN_L20260201_L1P1_0283_L01,29.2,mTorr,59.7,C,839,W,1232,W,299,sccm,9.8,Torr
5684,RUN_L20260201_L1P1_0284_L01,30,mTorr,60,C,810,W,1189,W,307,sccm,10.2,Torr
5685,RUN_L20260201_L1P1_0285_L01,29.5,mTorr,60.2,C,805,W,1210,W,299,sccm,10.1,Torr
5686,RUN_L20260201_L1P1_0286_L02,28.8,mTorr,60.9,C,785,W,1229,W,293,sccm,9.1,Torr
5687,RUN_L20260201_L1P1_0287_L02,31,mTorr,59.7,C,798,W,1151,W,299,sccm,10.2,Torr
5688,RUN_L20260201_L1P1_0288_L02,29.6,mTorr,60.4,C,802,W,1255,W,293,sccm,9.7,Torr
5689,RUN_L20260201_L1P1_0289_L01,29,mTorr,60.2,C,784,W,1235,W,298,sccm,10,Torr
5690,RUN_L20260201_L1P1_0290_L01,29.9,mTorr,60.6,C,794,W,1215,W,298,sccm,9.8,Torr
5691,RUN_L20260201_L1P1_0291_L01,30.1,mTorr,60.3,C,797,W,1228,W,309,sccm,9.8,Torr
5692,RUN_L20260201_L1P1_0292_L02,28.6,mTorr,59.5,C,801,W,1229,W,308,sccm,9.5,Torr
5693,RUN_L20260201_L1P1_0293_L02,30.3,mTorr,59.1,C,765,W,1209,W,300,sccm,9.9,Torr
5694,RUN_L20260201_L1P1_0294_L02,29.2,mTorr,60.2,C,797,W,1243,W,306,sccm,10.4,Torr
5695,RUN_L20260201_L1P1_0295_L01,31.4,mTorr,59.7,C,792,W,1186,W,298,sccm,9.9,Torr
5696,RUN_L20260201_L1P1_0296_L01,30.4,mTorr,59.5,C,800,W,1214,W,293,sccm,9.9,Torr
5697,RUN_L20260201_L1P1_0297_L01,29.7,mTorr,59.4,C,821,W,1240,W,303,sccm,9.8,Torr
5698,RUN_L20260201_L1P1_0298_L02,29.4,mTorr,60.1,C,841,W,1119,W,302,sccm,9.6,Torr
5699,RUN_L20260201_L1P1_0299_L02,29.9,mTorr,60.8,C,814,W,1213,W,295,sccm,9.7,Torr
5700,RUN_L20260201_L1P1_0300_L02,30.5,mTorr,59.8,C,775,W,1222,W,296,sccm,10.1,Torr
5701,RUN_L20260201_L1P1_0301_L01,30,mTorr,60.3,C,793,W,1149,W,305,sccm,10.7,Torr
5702,RUN_L20260201_L1P1_0302_L01,29.8,mTorr,59.9,C,812,W,1208,W,292,sccm,10.3,Torr
5703,RUN_L20260201_L1P1_0303_L01,30,mTorr,59.4,C,810,W,1176,W,303,sccm,10.2,Torr
5704,RUN_L20260201_L1P1_0304_L02,29.5,mTorr,60.4,C,820,W,1212,W,298,sccm,10.6,Torr
5705,RUN_L20260201_L1P1_0305_L02,29.7,mTorr,59.5,C,798,W,1197,W,303,sccm,10.1,Torr
5706,RUN_L20260201_L1P1_0306_L02,28.3,mTorr,60,C,793,W,1172,W,305,sccm,10.3,Torr
5707,RUN_L20260201_L1P1_0307_L01,30.8,mTorr,59.8,C,835,W,1233,W,296,sccm,10.1,Torr
5708,RUN_L20260201_L1P1_0308_L01,30.2,mTorr,60.4,C,801,W,1187,W,294,sccm,10.1,Torr
5709,RUN_L20260201_L1P1_0309_L01,29.4,mTorr,59.5,C,780,W,1208,W,307,sccm,9.6,Torr
5710,RUN_L20260201_L1P1_0310_L02,31.5,mTorr,60.2,C,830,W,1239,W,300,sccm,9.9,Torr
5711,RUN_L20260201_L1P1_0311_L02,30.1,mTorr,59.6,C,770,W,1172,W,302,sccm,9.8,Torr
5712,RUN_L20260201_L1P1_0312_L02,29.2,mTorr,59.7,C,730,W,1200,W,305,sccm,9.8,Torr
5713,RUN_L20260201_L1P1_0313_L01,30.7,mTorr,58.2,C,815,W,1185,W,295,sccm,9.8,Torr
5714,RUN_L20260201_L1P1_0314_L01,30.3,mTorr,61,C,818,W,1192,W,305,sccm,10.4,Torr
5715,RUN_L20260201_L1P1_0315_L01,30.3,mTorr,60.3,C,808,W,1265,W,303,sccm,9.9,Torr
5716,RUN_L20260201_L1P1_0316_L02,29.7,mTorr,59.6,C,774,W,1214,W,307,sccm,10,Torr
5717,RUN_L20260201_L1P1_0317_L02,30.4,mTorr,59.4,C,799,W,1209,W,307,sccm,10.7,Torr
5718,RUN_L20260201_L1P1_0318_L02,29.8,mTorr,59.8,C,794,W,1216,W,300,sccm,10.2,Torr
5719,RUN_L20260201_L1P1_0319_L01,30.4,mTorr,60.4,C,789,W,1213,W,304,sccm,10,Torr
5720,RUN_L20260201_L1P1_0320_L01,28.5,mTorr,59.1,C,828,W,1145,W,300,sccm,10.3,Torr
5721,RUN_L20260201_L1P1_0321_L01,29.7,mTorr,59.9,C,779,W,1269,W,301,sccm,9.8,Torr
5722,RUN_L20260201_L1P1_0322_L02,31.4,mTorr,60.9,C,806,W,1156,W,294,sccm,9.9,Torr
5723,RUN_L20260201_L1P1_0323_L02,29.4,mTorr,59.4,C,824,W,1252,W,299,sccm,9.9,Torr
5724,RUN_L20260201_L1P1_0324_L02,29.5,mTorr,60,C,808,W,1219,W,291,sccm,10.1,Torr
5725,RUN_L20260201_L1P1_0325_L01,29.6,mTorr,61.1,C,825,W,1205,W,299,sccm,10.1,Torr
5726,RUN_L20260201_L1P1_0326_L01,29,mTorr,60.3,C,811,W,1191,W,307,sccm,9.7,Torr
5727,RUN_L20260201_L1P1_0327_L01,28.2,mTorr,60.1,C,809,W,1278,W,304,sccm,10.1,Torr
5728,RUN_L20260201_L1P1_0328_L02,29.8,mTorr,60.3,C,807,W,1218,W,301,sccm,10.2,Torr
5729,RUN_L20260201_L1P1_0329_L02,30.1,mTorr,59.8,C,812,W,1201,W,299,sccm,9.9,Torr
5730,RUN_L20260201_L1P1_0330_L02,30,mTorr,60.6,C,792,W,1184,W,297,sccm,10,Torr
5731,RUN_L20260201_L1P1_0331_L01,29.9,mTorr,59.8,C,774,W,1180,W,295,sccm,9.7,Torr
5732,RUN_L20260201_L1P1_0332_L01,30,mTorr,59,C,819,W,1202,W,304,sccm,9.5,Torr
5733,RUN_L20260201_L1P1_0333_L01,30.8,mTorr,59.8,C,823,W,1172,W,292,sccm,9.7,Torr
5734,RUN_L20260201_L1P1_0334_L02,29.8,mTorr,59.5,C,805,W,1220,W,292,sccm,10.2,Torr
5735,RUN_L20260201_L1P1_0335_L02,29.5,mTorr,59.9,C,789,W,1181,W,305,sccm,10.2,Torr
5736,RUN_L20260201_L1P1_0336_L02,29.8,mTorr,59.9,C,769,W,1230,W,301,sccm,10.6,Torr
5737,RUN_L20260201_L1P1_0337_L01,30.5,mTorr,60.6,C,802,W,1229,W,300,sccm,10,Torr
5738,RUN_L20260201_L1P1_0338_L01,31.1,mTorr,60.3,C,773,W,1198,W,301,sccm,10,Torr
5739,RUN_L20260201_L1P1_0339_L01,29.5,mTorr,60.1,C,770,W,1217,W,310,sccm,10.1,Torr
5740,RUN_L20260201_L1P1_0340_L02,30.1,mTorr,60,C,800,W,1219,W,300,sccm,9.7,Torr
5741,RUN_L20260201_L1P1_0341_L02,30.3,mTorr,59.5,C,785,W,1156,W,301,sccm,10.3,Torr
5742,RUN_L20260201_L1P1_0342_L02,29.2,mTorr,58.9,C,807,W,1252,W,310,sccm,10.1,Torr
5743,RUN_L20260201_L1P1_0343_L01,30,mTorr,60.1,C,797,W,1192,W,300,sccm,9.7,Torr
5744,RUN_L20260201_L1P1_0344_L01,28.8,mTorr,60.4,C,788,W,1221,W,309,sccm,10.1,Torr
5745,RUN_L20260201_L1P1_0345_L01,28.6,mTorr,59.9,C,766,W,1222,W,289,sccm,10.2,Torr
5746,RUN_L20260201_L1P1_0346_L02,30.3,mTorr,59.7,C,783,W,1125,W,294,sccm,9.6,Torr
5747,RUN_L20260201_L1P1_0347_L02,29.7,mTorr,60.2,C,784,W,1180,W,297,sccm,10.3,Torr
5748,RUN_L20260201_L1P1_0348_L02,30.2,mTorr,60,C,775,W,1225,W,303,sccm,9.9,Torr
5749,RUN_L20260201_L1P1_0349_L01,30,mTorr,60.8,C,793,W,1202,W,309,sccm,9.1,Torr
5750,RUN_L20260201_L1P1_0350_L01,29.2,mTorr,60.6,C,777,W,1221,W,297,sccm,10.3,Torr
5751,RUN_L20260201_L1P1_0351_L01,30,mTorr,60.5,C,797,W,1203,W,305,sccm,10.4,Torr
5752,RUN_L20260201_L1P1_0352_L02,29,mTorr,60.4,C,805,W,1237,W,311,sccm,9.7,Torr
5753,RUN_L20260201_L1P1_0353_L02,31.1,mTorr,59.4,C,783,W,1203,W,308,sccm,9.5,Torr
5754,RUN_L20260201_L1P1_0354_L02,28.9,mTorr,60.3,C,809,W,1243,W,298,sccm,10.4,Torr
5755,RUN_L20260201_L1P1_0355_L01,29.8,mTorr,60.2,C,773,W,1171,W,304,sccm,9.8,Torr
5756,RUN_L20260201_L1P1_0356_L01,29.2,mTorr,60.3,C,778,W,1196,W,302,sccm,10.4,Torr
5757,RUN_L20260201_L1P1_0357_L01,30.5,mTorr,60.2,C,798,W,1182,W,297,sccm,9.5,Torr
5758,RUN_L20260201_L1P1_0358_L02,29.7,mTorr,60.2,C,814,W,1212,W,302,sccm,10.4,Torr
5759,RUN_L20260201_L1P1_0359_L02,29.6,mTorr,61.4,C,817,W,1192,W,298,sccm,10.3,Torr
5760,RUN_L20260201_L1P1_0360_L02,30.7,mTorr,60,C,832,W,1193,W,301,sccm,10.2,Torr
5761,RUN_L20260201_L1P1_0361_L01,30,mTorr,60.5,C,792,W,1179,W,293,sccm,9.4,Torr
5762,RUN_L20260201_L1P1_0362_L01,30.4,mTorr,59.8,C,797,W,1186,W,291,sccm,9.9,Torr
5763,RUN_L20260201_L1P1_0363_L01,29.2,mTorr,60.4,C,779,W,1200,W,299,sccm,10.3,Torr
5764,RUN_L20260201_L1P1_0364_L02,28.9,mTorr,60.5,C,775,W,1139,W,302,sccm,9.5,Torr
5765,RUN_L20260201_L1P1_0365_L02,30.1,mTorr,60.2,C,805,W,1131,W,294,sccm,9.8,Torr
5766,RUN_L20260201_L1P1_0366_L02,29.7,mTorr,60.8,C,784,W,1202,W,303,sccm,10.1,Torr
5767,RUN_L20260201_L1P1_0367_L01,30.5,mTorr,59.6,C,825,W,1117,W,300,sccm,9.7,Torr
5768,RUN_L20260201_L1P1_0368_L01,29.9,mTorr,59.8,C,771,W,1194,W,303,sccm,10.4,Torr
5769,RUN_L20260201_L1P1_0369_L01,30.2,mTorr,60.1,C,810,W,1189,W,305,sccm,10.3,Torr
5770,RUN_L20260201_L1P1_0370_L02,28.7,mTorr,60.4,C,780,W,1216,W,307,sccm,10.1,Torr
5771,RUN_L20260201_L1P1_0371_L02,31.5,mTorr,60.1,C,784,W,1180,W,303,sccm,10.1,Torr
5772,RUN_L20260201_L1P1_0372_L02,29.9,mTorr,60.6,C,811,W,1247,W,299,sccm,9.8,Torr
5773,RUN_L20260201_L1P1_0373_L01,30.6,mTorr,59.7,C,786,W,1225,W,301,sccm,10.2,Torr
5774,RUN_L20260201_L1P1_0374_L01,29.3,mTorr,59.4,C,790,W,1155,W,312,sccm,9.8,Torr
5775,RUN_L20260201_L1P1_0375_L01,30.2,mTorr,60.2,C,784,W,1191,W,305,sccm,9.9,Torr
5776,RUN_L20260201_L1P1_0376_L02,29,mTorr,60,C,836,W,1246,W,300,sccm,9.9,Torr
5777,RUN_L20260201_L1P1_0377_L02,30.4,mTorr,60.3,C,788,W,1179,W,299,sccm,10.4,Torr
5778,RUN_L20260201_L1P1_0378_L02,29.7,mTorr,60,C,801,W,1198,W,297,sccm,10.4,Torr
5779,RUN_L20260201_L1P1_0379_L01,30,mTorr,59.8,C,796,W,1242,W,294,sccm,9.7,Torr
5780,RUN_L20260201_L1P1_0380_L01,30.6,mTorr,60,C,804,W,1184,W,309,sccm,10.4,Torr
5781,RUN_L20260201_L1P1_0381_L01,29,mTorr,60,C,788,W,1234,W,302,sccm,9.8,Torr
5782,RUN_L20260201_L1P1_0382_L02,29.5,mTorr,59.8,C,796,W,1173,W,294,sccm,10.6,Torr
5783,RUN_L20260201_L1P1_0383_L02,30.4,mTorr,59.9,C,808,W,1113,W,299,sccm,10.5,Torr
5784,RUN_L20260201_L1P1_0384_L02,31.7,mTorr,59.8,C,783,W,1237,W,306,sccm,10.7,Torr
5785,RUN_L20260201_L1P1_0385_L01,29.9,mTorr,60.4,C,822,W,1213,W,298,sccm,10.1,Torr
5786,RUN_L20260201_L1P1_0386_L01,30.5,mTorr,60.1,C,824,W,1215,W,296,sccm,9.9,Torr
5787,RUN_L20260201_L1P1_0387_L01,29.9,mTorr,61.1,C,812,W,1167,W,302,sccm,9.9,Torr
5788,RUN_L20260201_L1P1_0388_L02,31.6,mTorr,60.1,C,801,W,1170,W,303,sccm,10.1,Torr
5789,RUN_L20260201_L1P1_0389_L02,28.6,mTorr,59.7,C,740,W,1235,W,298,sccm,9.7,Torr
5790,RUN_L20260201_L1P1_0390_L02,30.1,mTorr,61.3,C,808,W,1207,W,297,sccm,9.3,Torr
5791,RUN_L20260201_L1P1_0391_L01,28.7,mTorr,60.2,C,792,W,1196,W,302,sccm,9.9,Torr
5792,RUN_L20260201_L1P1_0392_L01,28,mTorr,60.5,C,795,W,1207,W,294,sccm,10,Torr
5793,RUN_L20260201_L1P1_0393_L01,30.2,mTorr,60.3,C,762,W,1245,W,297,sccm,10.2,Torr
5794,RUN_L20260201_L1P1_0394_L02,30.1,mTorr,60.3,C,810,W,1222,W,299,sccm,10.1,Torr
5795,RUN_L20260201_L1P1_0395_L02,29.8,mTorr,60.3,C,771,W,1186,W,304,sccm,10,Torr
5796,RUN_L20260201_L1P1_0396_L02,29.9,mTorr,59.4,C,802,W,1158,W,298,sccm,10.4,Torr
5797,RUN_L20260201_L1P1_0397_L01,32.5,mTorr,60.2,C,818,W,1218,W,303,sccm,9.7,Torr
5798,RUN_L20260201_L1P1_0398_L01,29.8,mTorr,59.3,C,791,W,1172,W,306,sccm,9.8,Torr
5799,RUN_L20260201_L1P1_0399_L01,30.4,mTorr,59.9,C,824,W,1165,W,297,sccm,10.6,Torr
5800,RUN_L20260201_L1P1_0400_L02,29.5,mTorr,59.6,C,785,W,1239,W,316,sccm,9,Torr
5801,RUN_L20260201_L1P1_0401_L02,30.2,mTorr,60.2,C,812,W,1226,W,307,sccm,10.3,Torr
5802,RUN_L20260201_L1P1_0402_L02,29.8,mTorr,60.2,C,774,W,1212,W,301,sccm,10.2,Torr
5803,RUN_L20260201_L1P1_0403_L01,29.7,mTorr,60.2,C,821,W,1163,W,299,sccm,10,Torr
5804,RUN_L20260201_L1P1_0404_L01,31.5,mTorr,60.1,C,818,W,1254,W,297,sccm,10.3,Torr
5805,RUN_L20260201_L1P1_0405_L01,30.9,mTorr,59.7,C,809,W,1231,W,308,sccm,10.2,Torr
5806,RUN_L20260201_L1P1_0406_L02,30.1,mTorr,59.9,C,792,W,1191,W,301,sccm,9.6,Torr
5807,RUN_L20260201_L1P1_0407_L02,28.2,mTorr,60.5,C,772,W,1185,W,293,sccm,9.7,Torr
5808,RUN_L20260201_L1P1_0408_L02,29.7,mTorr,60.5,C,792,W,1202,W,291,sccm,9.9,Torr
5809,RUN_L20260201_L1P1_0409_L01,32.2,mTorr,59.4,C,822,W,1186,W,301,sccm,9.4,Torr
5810,RUN_L20260201_L1P1_0410_L01,29.8,mTorr,59.2,C,803,W,1266,W,301,sccm,10,Torr
5811,RUN_L20260201_L1P1_0411_L01,30.9,mTorr,59.6,C,769,W,1188,W,295,sccm,10.2,Torr
5812,RUN_L20260201_L1P1_0412_L02,31.2,mTorr,60.5,C,778,W,1168,W,292,sccm,10.3,Torr
5813,RUN_L20260201_L1P1_0413_L02,30.2,mTorr,60.6,C,825,W,1248,W,290,sccm,10,Torr
5814,RUN_L20260201_L1P1_0414_L02,29.3,mTorr,59.5,C,810,W,1183,W,296,sccm,9.8,Torr
5815,RUN_L20260201_L1P1_0415_L01,28.1,mTorr,60.2,C,775,W,1224,W,298,sccm,10.1,Torr
5816,RUN_L20260201_L1P1_0416_L01,30.5,mTorr,60.9,C,765,W,1220,W,303,sccm,10,Torr
5817,RUN_L20260201_L1P1_0417_L01,29.3,mTorr,60.2,C,787,W,1198,W,299,sccm,10.2,Torr
5818,RUN_L20260201_L1P1_0418_L02,30.1,mTorr,60.7,C,763,W,1171,W,305,sccm,10,Torr
5819,RUN_L20260201_L1P1_0419_L02,29,mTorr,60.5,C,797,W,1199,W,303,sccm,10.3,Torr
5820,RUN_L20260201_L1P1_0420_L02,29.8,mTorr,59.5,C,849,W,1165,W,303,sccm,9.9,Torr
5821,RUN_L20260201_L1P1_0421_L01,30,mTorr,59.9,C,768,W,1199,W,305,sccm,10.4,Torr
5822,RUN_L20260201_L1P1_0422_L01,30.2,mTorr,60,C,796,W,1223,W,293,sccm,10.1,Torr
5823,RUN_L20260201_L1P1_0423_L01,29.1,mTorr,60.1,C,826,W,1252,W,297,sccm,9.8,Torr
5824,RUN_L20260201_L1P1_0424_L02,31,mTorr,60.5,C,815,W,1167,W,312,sccm,9.9,Torr
5825,RUN_L20260201_L1P1_0425_L02,29.5,mTorr,60.2,C,797,W,1192,W,290,sccm,10.2,Torr
5826,RUN_L20260201_L1P1_0426_L02,28.7,mTorr,58.5,C,797,W,1184,W,299,sccm,9.6,Torr
5827,RUN_L20260201_L1P1_0427_L01,29.9,mTorr,59.3,C,777,W,1208,W,302,sccm,10,Torr
5828,RUN_L20260201_L1P1_0428_L01,30,mTorr,58.9,C,795,W,1154,W,291,sccm,10.3,Torr
5829,RUN_L20260201_L1P1_0429_L01,30.1,mTorr,60.1,C,805,W,1172,W,296,sccm,10.2,Torr
5830,RUN_L20260201_L1P1_0430_L02,31.1,mTorr,60.1,C,822,W,1149,W,310,sccm,9.7,Torr
5831,RUN_L20260201_L1P1_0431_L02,29.8,mTorr,60.1,C,788,W,1157,W,301,sccm,10.1,Torr
5832,RUN_L20260201_L1P1_0432_L02,29.9,mTorr,59.5,C,796,W,1180,W,297,sccm,9.6,Torr
5833,RUN_L20260201_L1P1_0433_L01,29.1,mTorr,60.3,C,781,W,1250,W,301,sccm,10.1,Torr
5834,RUN_L20260201_L1P1_0434_L01,30.7,mTorr,60.4,C,805,W,1210,W,297,sccm,10.4,Torr
5835,RUN_L20260201_L1P1_0435_L01,30.1,mTorr,59.4,C,816,W,1202,W,309,sccm,10,Torr
5836,RUN_L20260201_L1P1_0436_L02,29.7,mTorr,59.3,C,813,W,1240,W,295,sccm,9.7,Torr
5837,RUN_L20260201_L1P1_0437_L02,28.5,mTorr,60,C,777,W,1212,W,297,sccm,9.9,Torr
5838,RUN_L20260201_L1P1_0438_L02,31.2,mTorr,60.9,C,803,W,1214,W,293,sccm,10.1,Torr
5839,RUN_L20260201_L1P1_0439_L01,29,mTorr,60.8,C,786,W,1186,W,299,sccm,10.3,Torr
5840,RUN_L20260201_L1P1_0440_L01,29.5,mTorr,60.3,C,820,W,1181,W,299,sccm,10.3,Torr
5841,RUN_L20260201_L1P1_0441_L01,30.3,mTorr,59.6,C,797,W,1161,W,306,sccm,9.7,Torr
5842,RUN_L20260201_L1P1_0442_L02,29,mTorr,60.4,C,770,W,1182,W,295,sccm,9.9,Torr
5843,RUN_L20260201_L1P1_0443_L02,28.8,mTorr,59.8,C,796,W,1192,W,302,sccm,10.1,Torr
5844,RUN_L20260201_L1P1_0444_L02,28.3,mTorr,59.6,C,809,W,1210,W,300,sccm,9.8,Torr
5845,RUN_L20260201_L1P1_0445_L01,30.6,mTorr,58.9,C,805,W,1199,W,291,sccm,10.1,Torr
5846,RUN_L20260201_L1P1_0446_L01,29.6,mTorr,60.1,C,790,W,1189,W,296,sccm,9.6,Torr
5847,RUN_L20260201_L1P1_0447_L01,32.3,mTorr,59.7,C,788,W,1173,W,296,sccm,10.1,Torr
5848,RUN_L20260201_L1P1_0448_L02,29.2,mTorr,60,C,780,W,1212,W,308,sccm,10.3,Torr
5849,RUN_L20260201_L1P1_0449_L02,29.3,mTorr,58.9,C,792,W,1185,W,303,sccm,10,Torr
5850,RUN_L20260201_L1P1_0450_L02,29.5,mTorr,60.1,C,783,W,1211,W,301,sccm,10.1,Torr
5851,RUN_L20260202_L1P1_0001_L01,30.2,mTorr,58.8,C,819,W,1143,W,279,sccm,10.3,Torr
5852,RUN_L20260202_L1P1_0002_L01,29.6,mTorr,60.5,C,782,W,1210,W,290,sccm,9.9,Torr
5853,RUN_L20260202_L1P1_0003_L01,30.5,mTorr,60.3,C,802,W,1222,W,304,sccm,10.2,Torr
5854,RUN_L20260202_L1P1_0004_L02,29.2,mTorr,59.9,C,801,W,1219,W,304,sccm,10,Torr
5855,RUN_L20260202_L1P1_0005_L02,28.9,mTorr,60.3,C,819,W,1194,W,296,sccm,9.7,Torr
5856,RUN_L20260202_L1P1_0006_L02,28.6,mTorr,59.5,C,822,W,1227,W,300,sccm,10.3,Torr
5857,RUN_L20260202_L1P1_0007_L01,28.2,mTorr,60,C,814,W,1162,W,300,sccm,10.4,Torr
5858,RUN_L20260202_L1P1_0008_L01,29.6,mTorr,60.4,C,807,W,1197,W,301,sccm,10.3,Torr
5859,RUN_L20260202_L1P1_0009_L01,29.8,mTorr,58.5,C,779,W,1194,W,298,sccm,10.3,Torr
5860,RUN_L20260202_L1P1_0010_L02,29.5,mTorr,59.8,C,779,W,1231,W,304,sccm,10.2,Torr
5861,RUN_L20260202_L1P1_0011_L02,31,mTorr,60,C,783,W,1139,W,306,sccm,10.1,Torr
5862,RUN_L20260202_L1P1_0012_L02,31,mTorr,59.9,C,815,W,1168,W,295,sccm,10,Torr
5863,RUN_L20260202_L1P1_0013_L01,29.7,mTorr,60.7,C,801,W,1252,W,294,sccm,9.8,Torr
5864,RUN_L20260202_L1P1_0014_L01,28.6,mTorr,59.4,C,817,W,1127,W,296,sccm,9.4,Torr
5865,RUN_L20260202_L1P1_0015_L01,29.5,mTorr,59.7,C,820,W,1224,W,300,sccm,9.5,Torr
5866,RUN_L20260202_L1P1_0016_L02,29.5,mTorr,59,C,785,W,1179,W,302,sccm,10,Torr
5867,RUN_L20260202_L1P1_0017_L02,29.5,mTorr,60.8,C,801,W,1208,W,304,sccm,9.6,Torr
5868,RUN_L20260202_L1P1_0018_L02,29.4,mTorr,59.9,C,800,W,1242,W,305,sccm,10.1,Torr
5869,RUN_L20260202_L1P1_0019_L01,29.5,mTorr,59.8,C,793,W,1209,W,302,sccm,10.5,Torr
5870,RUN_L20260202_L1P1_0020_L01,29.7,mTorr,60,C,789,W,1243,W,301,sccm,9,Torr
5871,RUN_L20260202_L1P1_0021_L01,29.5,mTorr,60.3,C,824,W,1185,W,308,sccm,9.7,Torr
5872,RUN_L20260202_L1P1_0022_L02,30.2,mTorr,60.2,C,801,W,1189,W,300,sccm,10.7,Torr
5873,RUN_L20260202_L1P1_0023_L02,30.3,mTorr,61.3,C,800,W,1224,W,303,sccm,10.3,Torr
5874,RUN_L20260202_L1P1_0024_L02,29.3,mTorr,60.2,C,784,W,1187,W,302,sccm,10,Torr
5875,RUN_L20260202_L1P1_0025_L01,31,mTorr,59.8,C,814,W,1218,W,299,sccm,9.8,Torr
5876,RUN_L20260202_L1P1_0026_L01,29.2,mTorr,59.7,C,780,W,1236,W,299,sccm,10.2,Torr
5877,RUN_L20260202_L1P1_0027_L01,28.7,mTorr,59.8,C,809,W,1226,W,307,sccm,10.3,Torr
5878,RUN_L20260202_L1P1_0028_L02,30.3,mTorr,59.2,C,810,W,1153,W,300,sccm,9.6,Torr
5879,RUN_L20260202_L1P1_0029_L02,29.3,mTorr,60,C,792,W,1190,W,298,sccm,10.4,Torr
5880,RUN_L20260202_L1P1_0030_L02,30.3,mTorr,60.4,C,806,W,1208,W,296,sccm,10.1,Torr
5881,RUN_L20260202_L1P1_0031_L01,28.1,mTorr,59.7,C,804,W,1193,W,302,sccm,10.3,Torr
5882,RUN_L20260202_L1P1_0032_L01,31.1,mTorr,59.6,C,799,W,1202,W,297,sccm,10.3,Torr
5883,RUN_L20260202_L1P1_0033_L01,30.5,mTorr,60.8,C,800,W,1209,W,302,sccm,10.1,Torr
5884,RUN_L20260202_L1P1_0034_L02,28.8,mTorr,59.3,C,801,W,1184,W,301,sccm,10.1,Torr
5885,RUN_L20260202_L1P1_0035_L02,28.8,mTorr,59,C,803,W,1194,W,298,sccm,10.2,Torr
5886,RUN_L20260202_L1P1_0036_L02,31.3,mTorr,59.4,C,801,W,1165,W,293,sccm,9.9,Torr
